Gene stable ID	Transcript stable ID	Cleavage site (Signalp)	Cleavage site (Signalp) start	Cleavage site (Signalp) end
ENSMUSG00000091572	ENSMUST00000176328	SignalP-noTM	1	22
ENSMUSG00000069922	ENSMUST00000093222	SignalP-noTM	1	31
ENSMUSG00000069922	ENSMUST00000093223	SignalP-noTM	1	31
ENSMUSG00000029999	ENSMUST00000032066	SignalP-noTM	1	22
ENSMUSG00000029999	ENSMUST00000192058	SignalP-noTM	1	22
ENSMUSG00000026919	ENSMUST00000028283	SignalP-noTM	1	19
ENSMUSG00000002900	ENSMUST00000169088	SignalP-noTM	1	21
ENSMUSG00000028185	ENSMUST00000029836	SignalP-noTM	1	22
ENSMUSG00000028185	ENSMUST00000200633	SignalP-noTM	1	22
ENSMUSG00000048191	ENSMUST00000189314	SignalP-noTM	1	22
ENSMUSG00000048191	ENSMUST00000190907	SignalP-noTM	1	22
ENSMUSG00000048191	ENSMUST00000062451	SignalP-noTM	1	22
ENSMUSG00000066366	ENSMUST00000085056	SignalP-noTM	1	24
ENSMUSG00000066366	ENSMUST00000124717	SignalP-noTM	1	24
ENSMUSG00000022039	ENSMUST00000022618	SignalP-noTM	1	20
ENSMUSG00000001240	ENSMUST00000129680	SignalP-noTM	1	44
ENSMUSG00000001240	ENSMUST00000122006	SignalP-noTM	1	44
ENSMUSG00000022595	ENSMUST00000023260	SignalP-noTM	1	22
ENSMUSG00000038801	ENSMUST00000035300	SignalP-noTM	1	23
ENSMUSG00000092049	ENSMUST00000175724	SignalP-noTM	1	22
ENSMUSG00000030468	ENSMUST00000005592	SignalP-noTM	1	17
ENSMUSG00000049404	ENSMUST00000054825	SignalP-noTM	1	24
ENSMUSG00000051950	ENSMUST00000100404	SignalP-noTM	1	19
ENSMUSG00000075605	ENSMUST00000057932	SignalP-noTM	1	22
ENSMUSG00000056973	ENSMUST00000034172	SignalP-noTM	1	18
ENSMUSG00000027270	ENSMUST00000144403	SignalP-noTM	1	29
ENSMUSG00000027270	ENSMUST00000057503	SignalP-noTM	1	29
ENSMUSG00000000003	ENSMUST00000000003	SignalP-noTM	1	18
ENSMUSG00000000003	ENSMUST00000114041	SignalP-noTM	1	18
ENSMUSG00000022226	ENSMUST00000015576	SignalP-noTM	1	18
ENSMUSG00000053368	ENSMUST00000065745	SignalP-noTM	1	19
ENSMUSG00000053368	ENSMUST00000110496	SignalP-noTM	1	19
ENSMUSG00000053368	ENSMUST00000201612	SignalP-noTM	1	19
ENSMUSG00000028108	ENSMUST00000117507	SignalP-noTM	1	19
ENSMUSG00000028108	ENSMUST00000029753	SignalP-noTM	1	19
ENSMUSG00000028108	ENSMUST00000123143	SignalP-noTM	1	19
ENSMUSG00000028108	ENSMUST00000131376	SignalP-noTM	1	19
ENSMUSG00000028108	ENSMUST00000128885	SignalP-noTM	1	19
ENSMUSG00000028108	ENSMUST00000153026	SignalP-noTM	1	19
ENSMUSG00000028108	ENSMUST00000137912	SignalP-noTM	1	19
ENSMUSG00000028108	ENSMUST00000147217	SignalP-noTM	1	19
ENSMUSG00000027120	ENSMUST00000028533	SignalP-noTM	1	19
ENSMUSG00000028766	ENSMUST00000030551	SignalP-noTM	1	17
ENSMUSG00000028766	ENSMUST00000133473	SignalP-noTM	1	17
ENSMUSG00000028766	ENSMUST00000153588	SignalP-noTM	1	17
ENSMUSG00000028766	ENSMUST00000139951	SignalP-noTM	1	17
ENSMUSG00000061068	ENSMUST00000043249	SignalP-noTM	1	18
ENSMUSG00000018920	ENSMUST00000019064	SignalP-noTM	1	26
ENSMUSG00000055561	ENSMUST00000069245	SignalP-noTM	1	22
ENSMUSG00000014353	ENSMUST00000110325	SignalP-noTM	1	42
ENSMUSG00000014353	ENSMUST00000152210	SignalP-noTM	1	27
ENSMUSG00000086316	ENSMUST00000208235	SignalP-noTM	1	15
ENSMUSG00000079015	ENSMUST00000074051	SignalP-noTM	1	24
ENSMUSG00000026582	ENSMUST00000027874	SignalP-noTM	1	28
ENSMUSG00000033278	ENSMUST00000037974	SignalP-noTM	1	19
ENSMUSG00000033278	ENSMUST00000223982	SignalP-noTM	1	19
ENSMUSG00000033278	ENSMUST00000224091	SignalP-noTM	1	19
ENSMUSG00000053646	ENSMUST00000072093	SignalP-noTM	1	19
ENSMUSG00000053646	ENSMUST00000131462	SignalP-noTM	1	19
ENSMUSG00000053646	ENSMUST00000130366	SignalP-noTM	1	19
ENSMUSG00000030772	ENSMUST00000033036	SignalP-noTM	1	16
ENSMUSG00000026365	ENSMUST00000192880	SignalP-noTM	1	36
ENSMUSG00000026365	ENSMUST00000111977	SignalP-noTM	1	36
ENSMUSG00000026365	ENSMUST00000066859	SignalP-noTM	1	18
ENSMUSG00000026365	ENSMUST00000111976	SignalP-noTM	1	36
ENSMUSG00000028086	ENSMUST00000029727	SignalP-TM	1	20
ENSMUSG00000072849	ENSMUST00000122229	SignalP-noTM	1	24
ENSMUSG00000072849	ENSMUST00000085054	SignalP-noTM	1	24
ENSMUSG00000100058	ENSMUST00000186529	SignalP-noTM	1	23
ENSMUSG00000101401	ENSMUST00000191255	SignalP-noTM	1	20
ENSMUSG00000006538	ENSMUST00000164097	SignalP-noTM	1	27
ENSMUSG00000021796	ENSMUST00000049005	SignalP-noTM	1	23
ENSMUSG00000021796	ENSMUST00000165280	SignalP-noTM	1	23
ENSMUSG00000021796	ENSMUST00000171343	SignalP-noTM	1	23
ENSMUSG00000021796	ENSMUST00000171551	SignalP-noTM	1	23
ENSMUSG00000031645	ENSMUST00000034064	SignalP-noTM	1	18
ENSMUSG00000023078	ENSMUST00000023840	SignalP-noTM	1	21
ENSMUSG00000056498	ENSMUST00000107682	SignalP-noTM	1	22
ENSMUSG00000051067	ENSMUST00000053986	SignalP-noTM	1	23
ENSMUSG00000051067	ENSMUST00000219924	SignalP-noTM	1	23
ENSMUSG00000022157	ENSMUST00000015594	SignalP-noTM	1	18
ENSMUSG00000061959	ENSMUST00000034173	SignalP-noTM	1	17
ENSMUSG00000061959	ENSMUST00000176282	SignalP-noTM	1	17
ENSMUSG00000000290	ENSMUST00000000299	SignalP-noTM	1	22
ENSMUSG00000028871	ENSMUST00000030687	SignalP-noTM	1	20
ENSMUSG00000020111	ENSMUST00000171409	SignalP-noTM	1	24
ENSMUSG00000000560	ENSMUST00000197284	SignalP-noTM	1	28
ENSMUSG00000058260	ENSMUST00000058464	SignalP-noTM	1	21
ENSMUSG00000058260	ENSMUST00000164023	SignalP-noTM	1	21
ENSMUSG00000063232	ENSMUST00000120251	SignalP-noTM	1	22
ENSMUSG00000063232	ENSMUST00000074693	SignalP-noTM	1	24
ENSMUSG00000063232	ENSMUST00000176246	SignalP-noTM	1	22
ENSMUSG00000063232	ENSMUST00000151709	SignalP-noTM	1	29
ENSMUSG00000096467	ENSMUST00000179688	SignalP-noTM	1	23
ENSMUSG00000027386	ENSMUST00000110324	SignalP-noTM	1	23
ENSMUSG00000027386	ENSMUST00000028864	SignalP-noTM	1	23
ENSMUSG00000056296	ENSMUST00000153954	SignalP-noTM	1	18
ENSMUSG00000056296	ENSMUST00000112656	SignalP-noTM	1	18
ENSMUSG00000095232	ENSMUST00000165813	SignalP-noTM	1	23
ENSMUSG00000034064	ENSMUST00000036210	SignalP-noTM	1	23
ENSMUSG00000017493	ENSMUST00000017637	SignalP-noTM	1	21
ENSMUSG00000026848	ENSMUST00000028199	SignalP-TM	1	24
ENSMUSG00000030830	ENSMUST00000117762	SignalP-noTM	1	23
ENSMUSG00000030830	ENSMUST00000106306	SignalP-noTM	1	23
ENSMUSG00000030830	ENSMUST00000120857	SignalP-noTM	1	23
ENSMUSG00000030830	ENSMUST00000170971	SignalP-noTM	1	23
ENSMUSG00000057530	ENSMUST00000151110	SignalP-noTM	1	23
ENSMUSG00000067028	ENSMUST00000086738	SignalP-noTM	1	24
ENSMUSG00000025515	ENSMUST00000185406	SignalP-noTM	1	20
ENSMUSG00000031919	ENSMUST00000034393	SignalP-noTM	1	21
ENSMUSG00000079522	ENSMUST00000114039	SignalP-noTM	1	16
ENSMUSG00000004894	ENSMUST00000005014	SignalP-noTM	1	27
ENSMUSG00000029310	ENSMUST00000031250	SignalP-noTM	1	20
ENSMUSG00000021638	ENSMUST00000159459	SignalP-noTM	1	16
ENSMUSG00000021638	ENSMUST00000159515	SignalP-noTM	1	16
ENSMUSG00000037375	ENSMUST00000128619	SignalP-noTM	1	16
ENSMUSG00000037375	ENSMUST00000044190	SignalP-noTM	1	16
ENSMUSG00000011254	ENSMUST00000011398	SignalP-noTM	1	25
ENSMUSG00000040314	ENSMUST00000015583	SignalP-noTM	1	18
ENSMUSG00000068999	ENSMUST00000177184	SignalP-noTM	1	22
ENSMUSG00000090581	ENSMUST00000176481	SignalP-noTM	1	22
ENSMUSG00000094305	ENSMUST00000179248	SignalP-noTM	1	23
ENSMUSG00000019929	ENSMUST00000105287	SignalP-noTM	1	16
ENSMUSG00000019929	ENSMUST00000163448	SignalP-noTM	1	16
ENSMUSG00000019929	ENSMUST00000219784	SignalP-noTM	1	16
ENSMUSG00000024128	ENSMUST00000181985	SignalP-noTM	1	17
ENSMUSG00000024128	ENSMUST00000183252	SignalP-noTM	1	17
ENSMUSG00000024128	ENSMUST00000183017	SignalP-noTM	1	17
ENSMUSG00000024128	ENSMUST00000182868	SignalP-noTM	1	44
ENSMUSG00000024128	ENSMUST00000183155	SignalP-noTM	1	17
ENSMUSG00000024128	ENSMUST00000182519	SignalP-noTM	1	17
ENSMUSG00000024128	ENSMUST00000024940	SignalP-noTM	1	17
ENSMUSG00000009487	ENSMUST00000164538	SignalP-noTM	1	25
ENSMUSG00000094978	ENSMUST00000166714	SignalP-noTM	1	23
ENSMUSG00000062200	ENSMUST00000161972	SignalP-noTM	1	24
ENSMUSG00000050272	ENSMUST00000056102	SignalP-noTM	1	17
ENSMUSG00000022156	ENSMUST00000089549	SignalP-noTM	1	18
ENSMUSG00000096180	ENSMUST00000108550	SignalP-noTM	1	18
ENSMUSG00000044244	ENSMUST00000098458	SignalP-noTM	1	26
ENSMUSG00000022594	ENSMUST00000023259	SignalP-noTM	1	20
ENSMUSG00000022594	ENSMUST00000189128	SignalP-noTM	1	20
ENSMUSG00000109764	ENSMUST00000026907	SignalP-noTM	1	19
ENSMUSG00000094606	ENSMUST00000086298	SignalP-noTM	1	18
ENSMUSG00000094606	ENSMUST00000074943	SignalP-noTM	1	18
ENSMUSG00000020399	ENSMUST00000020668	SignalP-noTM	1	21
ENSMUSG00000020399	ENSMUST00000109229	SignalP-noTM	1	21
ENSMUSG00000059256	ENSMUST00000082093	SignalP-noTM	1	18
ENSMUSG00000036446	ENSMUST00000038160	SignalP-noTM	1	18
ENSMUSG00000027965	ENSMUST00000081752	SignalP-noTM	1	24
ENSMUSG00000027965	ENSMUST00000051309	SignalP-noTM	1	16
ENSMUSG00000031881	ENSMUST00000212882	SignalP-noTM	1	23
ENSMUSG00000031881	ENSMUST00000211903	SignalP-noTM	1	23
ENSMUSG00000031881	ENSMUST00000212324	SignalP-noTM	1	23
ENSMUSG00000031881	ENSMUST00000212447	SignalP-noTM	1	23
ENSMUSG00000031881	ENSMUST00000212662	SignalP-noTM	1	23
ENSMUSG00000058685	ENSMUST00000094863	SignalP-noTM	1	18
ENSMUSG00000035206	ENSMUST00000035597	SignalP-noTM	1	19
ENSMUSG00000095026	ENSMUST00000179347	SignalP-noTM	1	24
ENSMUSG00000095026	ENSMUST00000213065	SignalP-TM	1	24
ENSMUSG00000040284	ENSMUST00000015578	SignalP-noTM	1	18
ENSMUSG00000044121	ENSMUST00000063127	SignalP-noTM	1	16
ENSMUSG00000078924	ENSMUST00000109228	SignalP-noTM	1	21
ENSMUSG00000024164	ENSMUST00000024988	SignalP-noTM	1	24
ENSMUSG00000024164	ENSMUST00000177046	SignalP-noTM	1	14
ENSMUSG00000046020	ENSMUST00000049863	SignalP-noTM	1	31
ENSMUSG00000046020	ENSMUST00000099192	SignalP-noTM	1	31
ENSMUSG00000046020	ENSMUST00000109794	SignalP-noTM	1	31
ENSMUSG00000018211	ENSMUST00000018355	SignalP-noTM	1	20
ENSMUSG00000018211	ENSMUST00000109376	SignalP-noTM	1	20
ENSMUSG00000018211	ENSMUST00000164567	SignalP-noTM	1	20
ENSMUSG00000034634	ENSMUST00000040404	SignalP-noTM	1	20
ENSMUSG00000028373	ENSMUST00000068214	SignalP-noTM	1	51
ENSMUSG00000028373	ENSMUST00000084496	SignalP-noTM	1	51
ENSMUSG00000029212	ENSMUST00000031122	SignalP-noTM	1	24
ENSMUSG00000015443	ENSMUST00000015587	SignalP-TM	1	17
ENSMUSG00000015443	ENSMUST00000225535	SignalP-TM	1	17
ENSMUSG00000037974	ENSMUST00000155534	SignalP-noTM	1	27
ENSMUSG00000037974	ENSMUST00000041924	SignalP-noTM	1	27
ENSMUSG00000037974	ENSMUST00000163321	SignalP-noTM	1	27
ENSMUSG00000046873	ENSMUST00000149249	SignalP-noTM	1	24
ENSMUSG00000026864	ENSMUST00000028222	SignalP-noTM	1	19
ENSMUSG00000026864	ENSMUST00000100171	SignalP-noTM	1	19
ENSMUSG00000015441	ENSMUST00000022757	SignalP-noTM	1	18
ENSMUSG00000025467	ENSMUST00000026540	SignalP-noTM	1	20
ENSMUSG00000029211	ENSMUST00000031121	SignalP-noTM	1	27
ENSMUSG00000029211	ENSMUST00000199357	SignalP-noTM	1	27
ENSMUSG00000029211	ENSMUST00000198138	SignalP-noTM	1	27
ENSMUSG00000101026	ENSMUST00000186014	SignalP-noTM	1	16
ENSMUSG00000101026	ENSMUST00000191407	SignalP-noTM	1	19
ENSMUSG00000044678	ENSMUST00000168815	SignalP-noTM	1	18
ENSMUSG00000044678	ENSMUST00000060301	SignalP-noTM	1	18
ENSMUSG00000023987	ENSMUST00000024782	SignalP-noTM	1	16
ENSMUSG00000023987	ENSMUST00000144955	SignalP-noTM	1	16
ENSMUSG00000022347	ENSMUST00000096418	SignalP-noTM	1	20
ENSMUSG00000022347	ENSMUST00000228632	SignalP-noTM	1	20
ENSMUSG00000037944	ENSMUST00000103134	SignalP-noTM	1	24
ENSMUSG00000015452	ENSMUST00000015596	SignalP-noTM	1	22
ENSMUSG00000015452	ENSMUST00000174496	SignalP-noTM	1	22
ENSMUSG00000015452	ENSMUST00000173992	SignalP-noTM	1	22
ENSMUSG00000091034	ENSMUST00000164471	SignalP-noTM	1	15
ENSMUSG00000091034	ENSMUST00000198485	SignalP-noTM	1	15
ENSMUSG00000091034	ENSMUST00000178967	SignalP-noTM	1	15
ENSMUSG00000024124	ENSMUST00000024936	SignalP-noTM	1	21
ENSMUSG00000024124	ENSMUST00000147626	SignalP-noTM	1	21
ENSMUSG00000026581	ENSMUST00000192047	SignalP-noTM	1	38
ENSMUSG00000026581	ENSMUST00000027871	SignalP-noTM	1	38
ENSMUSG00000026581	ENSMUST00000097491	SignalP-noTM	1	38
ENSMUSG00000024924	ENSMUST00000164746	SignalP-noTM	1	23
ENSMUSG00000024924	ENSMUST00000172302	SignalP-noTM	1	23
ENSMUSG00000024924	ENSMUST00000047645	SignalP-noTM	1	23
ENSMUSG00000024924	ENSMUST00000167487	SignalP-noTM	1	23
ENSMUSG00000058488	ENSMUST00000078856	SignalP-noTM	1	34
ENSMUSG00000067684	ENSMUST00000088201	SignalP-noTM	1	16
ENSMUSG00000055177	ENSMUST00000109955	SignalP-noTM	1	23
ENSMUSG00000055177	ENSMUST00000109954	SignalP-TM	1	23
ENSMUSG00000055177	ENSMUST00000109952	SignalP-noTM	1	23
ENSMUSG00000024670	ENSMUST00000080292	SignalP-noTM	1	17
ENSMUSG00000024670	ENSMUST00000039043	SignalP-noTM	1	17
ENSMUSG00000024670	ENSMUST00000174176	SignalP-noTM	1	17
ENSMUSG00000055214	ENSMUST00000111167	SignalP-TM	1	21
ENSMUSG00000040132	ENSMUST00000044953	SignalP-noTM	1	22
ENSMUSG00000040132	ENSMUST00000109374	SignalP-noTM	1	22
ENSMUSG00000066108	ENSMUST00000165147	SignalP-noTM	1	25
ENSMUSG00000026849	ENSMUST00000028200	SignalP-TM	1	20
ENSMUSG00000046974	ENSMUST00000050937	SignalP-noTM	1	20
ENSMUSG00000051980	ENSMUST00000114847	SignalP-noTM	1	19
ENSMUSG00000051980	ENSMUST00000063597	SignalP-noTM	1	19
ENSMUSG00000051980	ENSMUST00000172826	SignalP-noTM	1	19
ENSMUSG00000062181	ENSMUST00000093221	SignalP-noTM	1	31
ENSMUSG00000062181	ENSMUST00000074403	SignalP-noTM	1	31
ENSMUSG00000038973	ENSMUST00000040227	SignalP-noTM	1	25
ENSMUSG00000038973	ENSMUST00000206839	SignalP-noTM	1	25
ENSMUSG00000030981	ENSMUST00000033278	SignalP-noTM	1	24
ENSMUSG00000030981	ENSMUST00000122136	SignalP-noTM	1	24
ENSMUSG00000079521	ENSMUST00000114030	SignalP-noTM	1	16
ENSMUSG00000045826	ENSMUST00000061086	SignalP-TM	1	20
ENSMUSG00000009291	ENSMUST00000009435	SignalP-noTM	1	29
ENSMUSG00000009291	ENSMUST00000162429	SignalP-TM	1	29
ENSMUSG00000026579	ENSMUST00000086040	SignalP-noTM	1	15
ENSMUSG00000084902	ENSMUST00000144914	SignalP-noTM	1	18
ENSMUSG00000050383	ENSMUST00000063132	SignalP-noTM	1	20
ENSMUSG00000030069	ENSMUST00000101120	SignalP-noTM	1	26
ENSMUSG00000030069	ENSMUST00000032152	SignalP-noTM	1	26
ENSMUSG00000030069	ENSMUST00000008273	SignalP-noTM	1	26
ENSMUSG00000030069	ENSMUST00000203738	SignalP-noTM	1	26
ENSMUSG00000010607	ENSMUST00000123680	SignalP-TM	1	23
ENSMUSG00000010607	ENSMUST00000148088	SignalP-TM	1	23
ENSMUSG00000064010	ENSMUST00000077173	SignalP-TM	1	20
ENSMUSG00000064010	ENSMUST00000109227	SignalP-TM	1	20
ENSMUSG00000042104	ENSMUST00000156203	SignalP-noTM	1	20
ENSMUSG00000020830	ENSMUST00000021179	SignalP-noTM	1	21
ENSMUSG00000029309	ENSMUST00000031249	SignalP-noTM	1	16
ENSMUSG00000029309	ENSMUST00000199947	SignalP-noTM	1	16
ENSMUSG00000078599	ENSMUST00000106572	SignalP-noTM	1	25
ENSMUSG00000078599	ENSMUST00000165046	SignalP-noTM	1	25
ENSMUSG00000032357	ENSMUST00000034911	SignalP-noTM	1	19
ENSMUSG00000050947	ENSMUST00000106659	SignalP-noTM	1	27
ENSMUSG00000050947	ENSMUST00000106656	SignalP-noTM	1	27
ENSMUSG00000050947	ENSMUST00000050909	SignalP-noTM	1	27
ENSMUSG00000011256	ENSMUST00000011400	SignalP-noTM	1	26
ENSMUSG00000030790	ENSMUST00000033054	SignalP-noTM	1	22
ENSMUSG00000016998	ENSMUST00000017142	SignalP-noTM	1	21
ENSMUSG00000072100	ENSMUST00000096852	SignalP-noTM	1	30
ENSMUSG00000032076	ENSMUST00000114548	SignalP-noTM	1	47
ENSMUSG00000032076	ENSMUST00000152459	SignalP-noTM	1	47
ENSMUSG00000032076	ENSMUST00000143026	SignalP-noTM	1	47
ENSMUSG00000032076	ENSMUST00000085909	SignalP-noTM	1	47
ENSMUSG00000032076	ENSMUST00000114547	SignalP-noTM	1	47
ENSMUSG00000032076	ENSMUST00000034581	SignalP-noTM	1	47
ENSMUSG00000050074	ENSMUST00000198988	SignalP-TM	1	21
ENSMUSG00000050074	ENSMUST00000118732	SignalP-TM	1	21
ENSMUSG00000061048	ENSMUST00000080797	SignalP-noTM	1	25
ENSMUSG00000068349	ENSMUST00000096400	SignalP-noTM	1	18
ENSMUSG00000068349	ENSMUST00000185253	SignalP-noTM	1	18
ENSMUSG00000068349	ENSMUST00000164026	SignalP-noTM	1	18
ENSMUSG00000029998	ENSMUST00000032065	SignalP-noTM	1	28
ENSMUSG00000029998	ENSMUST00000204116	SignalP-noTM	1	28
ENSMUSG00000029998	ENSMUST00000153723	SignalP-noTM	1	28
ENSMUSG00000049214	ENSMUST00000055014	SignalP-noTM	1	25
ENSMUSG00000049214	ENSMUST00000106568	SignalP-noTM	1	25
ENSMUSG00000049214	ENSMUST00000163281	SignalP-noTM	1	25
ENSMUSG00000019932	ENSMUST00000105286	SignalP-noTM	1	20
ENSMUSG00000060560	ENSMUST00000161289	SignalP-noTM	1	27
ENSMUSG00000008305	ENSMUST00000137075	SignalP-noTM	1	26
ENSMUSG00000078607	ENSMUST00000140447	SignalP-noTM	1	22
ENSMUSG00000004035	ENSMUST00000133947	SignalP-noTM	1	18
ENSMUSG00000020436	ENSMUST00000070725	SignalP-noTM	1	38
ENSMUSG00000020436	ENSMUST00000070735	SignalP-noTM	1	38
ENSMUSG00000020436	ENSMUST00000109290	SignalP-noTM	1	38
ENSMUSG00000091930	ENSMUST00000164918	SignalP-noTM	1	18
ENSMUSG00000040413	ENSMUST00000109225	SignalP-noTM	1	21
ENSMUSG00000040413	ENSMUST00000055102	SignalP-noTM	1	21
ENSMUSG00000040413	ENSMUST00000125008	SignalP-noTM	1	21
ENSMUSG00000040413	ENSMUST00000169584	SignalP-noTM	1	21
ENSMUSG00000019936	ENSMUST00000020094	SignalP-noTM	1	19
ENSMUSG00000019936	ENSMUST00000105285	SignalP-noTM	1	19
ENSMUSG00000033540	ENSMUST00000071650	SignalP-noTM	1	25
ENSMUSG00000033540	ENSMUST00000119212	SignalP-noTM	1	25
ENSMUSG00000033540	ENSMUST00000112563	SignalP-noTM	1	25
ENSMUSG00000026100	ENSMUST00000027269	SignalP-noTM	1	19
ENSMUSG00000026100	ENSMUST00000191197	SignalP-noTM	1	19
ENSMUSG00000041567	ENSMUST00000043915	SignalP-noTM	1	19
ENSMUSG00000023990	ENSMUST00000125177	SignalP-noTM	1	20
ENSMUSG00000031725	ENSMUST00000034178	SignalP-noTM	1	17
ENSMUSG00000001930	ENSMUST00000112254	SignalP-noTM	1	22
ENSMUSG00000001930	ENSMUST00000112253	SignalP-noTM	1	25
ENSMUSG00000017003	ENSMUST00000017147	SignalP-noTM	1	20
ENSMUSG00000017003	ENSMUST00000109370	SignalP-noTM	1	20
ENSMUSG00000036958	ENSMUST00000028934	SignalP-noTM	1	28
ENSMUSG00000017000	ENSMUST00000017144	SignalP-noTM	1	21
ENSMUSG00000022901	ENSMUST00000089620	SignalP-noTM	1	23
ENSMUSG00000017004	ENSMUST00000017148	SignalP-noTM	1	21
ENSMUSG00000017002	ENSMUST00000109367	SignalP-noTM	1	25
ENSMUSG00000017002	ENSMUST00000167427	SignalP-noTM	1	25
ENSMUSG00000089773	ENSMUST00000162885	SignalP-noTM	1	23
ENSMUSG00000089773	ENSMUST00000117379	SignalP-noTM	1	23
ENSMUSG00000089773	ENSMUST00000161389	SignalP-noTM	1	23
ENSMUSG00000089773	ENSMUST00000162158	SignalP-noTM	1	23
ENSMUSG00000028750	ENSMUST00000105808	SignalP-TM	1	20
ENSMUSG00000028750	ENSMUST00000124660	SignalP-TM	1	20
ENSMUSG00000028750	ENSMUST00000030530	SignalP-TM	1	20
ENSMUSG00000067242	ENSMUST00000198518	SignalP-noTM	1	34
ENSMUSG00000067242	ENSMUST00000199812	SignalP-noTM	1	34
ENSMUSG00000067242	ENSMUST00000198045	SignalP-noTM	1	34
ENSMUSG00000067242	ENSMUST00000196090	SignalP-noTM	1	34
ENSMUSG00000047420	ENSMUST00000051176	SignalP-noTM	1	17
ENSMUSG00000032754	ENSMUST00000068326	SignalP-noTM	1	26
ENSMUSG00000032754	ENSMUST00000111890	SignalP-noTM	1	26
ENSMUSG00000032754	ENSMUST00000076051	SignalP-noTM	1	26
ENSMUSG00000032754	ENSMUST00000140329	SignalP-noTM	1	26
ENSMUSG00000032754	ENSMUST00000111889	SignalP-noTM	1	26
ENSMUSG00000027444	ENSMUST00000028933	SignalP-noTM	1	23
ENSMUSG00000027443	ENSMUST00000028932	SignalP-noTM	1	21
ENSMUSG00000053268	ENSMUST00000112771	SignalP-noTM	1	17
ENSMUSG00000021756	ENSMUST00000183663	SignalP-noTM	1	22
ENSMUSG00000021756	ENSMUST00000184311	SignalP-noTM	1	22
ENSMUSG00000021756	ENSMUST00000183886	SignalP-noTM	1	22
ENSMUSG00000021756	ENSMUST00000183868	SignalP-noTM	1	22
ENSMUSG00000021756	ENSMUST00000184445	SignalP-noTM	1	22
ENSMUSG00000021756	ENSMUST00000183829	SignalP-noTM	1	22
ENSMUSG00000021756	ENSMUST00000183513	SignalP-noTM	1	23
ENSMUSG00000021756	ENSMUST00000184949	SignalP-noTM	1	22
ENSMUSG00000021756	ENSMUST00000070731	SignalP-noTM	1	22
ENSMUSG00000021497	ENSMUST00000021959	SignalP-noTM	1	20
ENSMUSG00000029307	ENSMUST00000066708	SignalP-noTM	1	16
ENSMUSG00000028070	ENSMUST00000029708	SignalP-noTM	1	24
ENSMUSG00000068600	ENSMUST00000096399	SignalP-noTM	1	18
ENSMUSG00000068600	ENSMUST00000188180	SignalP-noTM	1	18
ENSMUSG00000075370	ENSMUST00000100136	SignalP-noTM	1	30
ENSMUSG00000027442	ENSMUST00000028931	SignalP-noTM	1	19
ENSMUSG00000027442	ENSMUST00000109947	SignalP-noTM	1	19
ENSMUSG00000022865	ENSMUST00000023572	SignalP-noTM	1	19
ENSMUSG00000022865	ENSMUST00000114229	SignalP-noTM	1	19
ENSMUSG00000060802	ENSMUST00000102476	SignalP-noTM	1	20
ENSMUSG00000048058	ENSMUST00000058790	SignalP-noTM	1	17
ENSMUSG00000048058	ENSMUST00000111222	SignalP-noTM	1	17
ENSMUSG00000039883	ENSMUST00000035651	SignalP-noTM	1	15
ENSMUSG00000038209	ENSMUST00000043094	SignalP-noTM	1	19
ENSMUSG00000050762	ENSMUST00000059482	SignalP-noTM	1	22
ENSMUSG00000029306	ENSMUST00000031246	SignalP-noTM	1	16
ENSMUSG00000054693	ENSMUST00000067880	SignalP-noTM	1	18
ENSMUSG00000054693	ENSMUST00000144537	SignalP-noTM	1	18
ENSMUSG00000030987	ENSMUST00000033289	SignalP-noTM	1	22
ENSMUSG00000030987	ENSMUST00000209255	SignalP-noTM	1	22
ENSMUSG00000030987	ENSMUST00000211457	SignalP-noTM	1	22
ENSMUSG00000053863	ENSMUST00000066207	SignalP-noTM	1	24
ENSMUSG00000021044	ENSMUST00000101165	SignalP-noTM	1	17
ENSMUSG00000021044	ENSMUST00000222695	SignalP-noTM	1	17
ENSMUSG00000021044	ENSMUST00000166940	SignalP-noTM	1	17
ENSMUSG00000032098	ENSMUST00000034609	SignalP-noTM	1	20
ENSMUSG00000032098	ENSMUST00000071219	SignalP-noTM	1	20
ENSMUSG00000028980	ENSMUST00000084117	SignalP-noTM	1	16
ENSMUSG00000028980	ENSMUST00000030830	SignalP-noTM	1	24
ENSMUSG00000028980	ENSMUST00000153394	SignalP-noTM	1	16
ENSMUSG00000055960	ENSMUST00000069769	SignalP-noTM	1	25
ENSMUSG00000055960	ENSMUST00000106564	SignalP-noTM	1	25
ENSMUSG00000055960	ENSMUST00000106565	SignalP-noTM	1	25
ENSMUSG00000039005	ENSMUST00000048096	SignalP-noTM	1	25
ENSMUSG00000039005	ENSMUST00000107365	SignalP-noTM	1	25
ENSMUSG00000020122	ENSMUST00000020329	SignalP-noTM	1	26
ENSMUSG00000020122	ENSMUST00000102884	SignalP-noTM	1	26
ENSMUSG00000010803	ENSMUST00000205546	SignalP-noTM	1	27
ENSMUSG00000010803	ENSMUST00000020707	SignalP-noTM	1	27
ENSMUSG00000010803	ENSMUST00000206105	SignalP-noTM	1	27
ENSMUSG00000010803	ENSMUST00000207274	SignalP-noTM	1	27
ENSMUSG00000010803	ENSMUST00000153147	SignalP-noTM	1	27
ENSMUSG00000046318	ENSMUST00000130300	SignalP-noTM	1	35
