Gene stable ID	Transcript stable ID	Protein stable ID	Transcript type	Source (transcript)	Gene name
ENSMUSG00000032179	ENSMUST00000012281	ENSMUSP00000012281	protein_coding	ensembl_havana	Bmp5
ENSMUSG00000049657	ENSMUST00000055028	ENSMUSP00000059919	protein_coding	havana	Zbtb5
ENSMUSG00000049657	ENSMUST00000107817	ENSMUSP00000103447	protein_coding	ensembl_havana	Zbtb5
ENSMUSG00000049657	ENSMUST00000180217	ENSMUSP00000136507	protein_coding	ensembl	Zbtb5
ENSMUSG00000033392	ENSMUST00000111838	ENSMUSP00000107469	protein_coding	ensembl_havana	Clasp2
ENSMUSG00000033392	ENSMUST00000213663	ENSMUSP00000150145	protein_coding	havana	Clasp2
ENSMUSG00000033392	ENSMUST00000214860		retained_intron	havana	Clasp2
ENSMUSG00000078942	ENSMUST00000118574	ENSMUSP00000112867	protein_coding	havana	Naip6
ENSMUSG00000021287	ENSMUST00000021715	ENSMUSP00000021715	protein_coding	ensembl_havana	Xrcc3
ENSMUSG00000006715	ENSMUST00000006898	ENSMUSP00000006898	protein_coding	ensembl_havana	Gmnn
ENSMUSG00000025969	ENSMUST00000075144	ENSMUSP00000074642	protein_coding	ensembl_havana	Nrp2
ENSMUSG00000025969	ENSMUST00000114155	ENSMUSP00000109792	protein_coding	ensembl_havana	Nrp2
ENSMUSG00000038280	ENSMUST00000040718	ENSMUSP00000035516	protein_coding	ensembl_havana	Ostm1
ENSMUSG00000079435	ENSMUST00000172023		retained_intron	havana	Rpl36a
ENSMUSG00000021494	ENSMUST00000021956	ENSMUSP00000021956	protein_coding	ensembl	Ddx41
ENSMUSG00000021973	ENSMUST00000022543	ENSMUSP00000022543	protein_coding	ensembl_havana	Micu2
ENSMUSG00000055760	ENSMUST00000069486	ENSMUSP00000063554	protein_coding	ensembl_havana	Gemin6
ENSMUSG00000043602	ENSMUST00000060444	ENSMUSP00000054020	protein_coding	ensembl_havana	Zfp3
ENSMUSG00000027430	ENSMUST00000028917	ENSMUSP00000028917	protein_coding	ensembl_havana	Dtd1
ENSMUSG00000021288	ENSMUST00000084941	ENSMUSP00000082004	protein_coding	ensembl_havana	Klc1
ENSMUSG00000021288	ENSMUST00000118471	ENSMUSP00000113171	protein_coding	ensembl_havana	Klc1
ENSMUSG00000028911	ENSMUST00000053819	ENSMUSP00000061474	protein_coding	ensembl_havana	Srsf4
ENSMUSG00000028911	ENSMUST00000129966	ENSMUSP00000141468	nonsense_mediated_decay	havana	Srsf4
ENSMUSG00000028911	ENSMUST00000030743		retained_intron	havana	Srsf4
ENSMUSG00000032320	ENSMUST00000147842	ENSMUSP00000120953	nonsense_mediated_decay	havana	Rcn2
ENSMUSG00000045257	ENSMUST00000227729	ENSMUSP00000154623	protein_coding	havana	Morn2
ENSMUSG00000046516	ENSMUST00000144812		retained_intron	havana	Cox17
ENSMUSG00000029227	ENSMUST00000135377		retained_intron	havana	Fip1l1
ENSMUSG00000029227	ENSMUST00000200787		retained_intron	havana	Fip1l1
ENSMUSG00000029227	ENSMUST00000201310		retained_intron	havana	Fip1l1
ENSMUSG00000029227	ENSMUST00000125129		retained_intron	havana	Fip1l1
ENSMUSG00000032310	ENSMUST00000034860	ENSMUSP00000034860	protein_coding	ensembl_havana	Cyp1a2
ENSMUSG00000002948	ENSMUST00000110998	ENSMUSP00000106626	protein_coding	ensembl_havana	Map2k7
ENSMUSG00000002948	ENSMUST00000062686	ENSMUSP00000054512	protein_coding	ensembl_havana	Map2k7
ENSMUSG00000025521	ENSMUST00000026595	ENSMUSP00000026595	protein_coding	ensembl_havana	Tmem192
ENSMUSG00000025521	ENSMUST00000209852	ENSMUSP00000147788	protein_coding	havana	Tmem192
ENSMUSG00000029648	ENSMUST00000031653	ENSMUSP00000031653	protein_coding	ensembl_havana	Flt1
ENSMUSG00000029648	ENSMUST00000200895		retained_intron	havana	Flt1
ENSMUSG00000022664	ENSMUST00000023344	ENSMUSP00000023344	protein_coding	ensembl_havana	Slc35a5
ENSMUSG00000022664	ENSMUST00000181377		retained_intron	havana	Slc35a5
ENSMUSG00000006057	ENSMUST00000090541	ENSMUSP00000088029	protein_coding	havana	Atp5g1
ENSMUSG00000042650	ENSMUST00000044250	ENSMUSP00000049116	protein_coding	ensembl_havana	Alkbh5
ENSMUSG00000029202	ENSMUST00000201948	ENSMUSP00000144171	protein_coding	havana	Pds5a
ENSMUSG00000029202	ENSMUST00000201673		retained_intron	havana	Pds5a
ENSMUSG00000029202	ENSMUST00000201109		retained_intron	havana	Pds5a
ENSMUSG00000092345	ENSMUST00000174664	ENSMUSP00000134530	protein_coding	havana	Gm20503
ENSMUSG00000038607	ENSMUST00000041160	ENSMUSP00000042705	protein_coding	ensembl_havana	Gng10
ENSMUSG00000037470	ENSMUST00000046875	ENSMUSP00000037930	protein_coding	ensembl_havana	Uggt1
ENSMUSG00000037470	ENSMUST00000192159		retained_intron	havana	Uggt1
ENSMUSG00000022905	ENSMUST00000004054	ENSMUSP00000004054	protein_coding	ensembl_havana	Kpna1
ENSMUSG00000022905	ENSMUST00000173715		retained_intron	havana	Kpna1
ENSMUSG00000022905	ENSMUST00000173469		retained_intron	havana	Kpna1
ENSMUSG00000024566	ENSMUST00000091790	ENSMUSP00000089394	protein_coding	havana	Atp9b
ENSMUSG00000024566	ENSMUST00000224121		retained_intron	havana	Atp9b
ENSMUSG00000078185	ENSMUST00000209720	ENSMUSP00000148253	protein_coding	havana	Chml
ENSMUSG00000078185	ENSMUST00000211207	ENSMUSP00000147889	protein_coding	ensembl	Chml
ENSMUSG00000029832	ENSMUST00000005103	ENSMUSP00000005103	protein_coding	ensembl_havana	Nfe2l3
ENSMUSG00000060807	ENSMUST00000044159	ENSMUSP00000044033	protein_coding	ensembl_havana	Serpina6
ENSMUSG00000070972	ENSMUST00000095070	ENSMUSP00000092680	protein_coding	ensembl_havana	Dnajc25
ENSMUSG00000060459	ENSMUST00000115349	ENSMUSP00000111006	protein_coding	ensembl_havana	Kng2
ENSMUSG00000026525	ENSMUST00000027809	ENSMUSP00000027809	protein_coding	ensembl_havana	Opn3
ENSMUSG00000041782	ENSMUST00000038760	ENSMUSP00000044630	protein_coding	ensembl_havana	Lad1
ENSMUSG00000033021	ENSMUST00000145166	ENSMUSP00000116754	protein_coding	havana	Gmppa
ENSMUSG00000033021	ENSMUST00000124539		retained_intron	havana	Gmppa
ENSMUSG00000022119	ENSMUST00000172122	ENSMUSP00000126804	protein_coding	havana	Rbm26
ENSMUSG00000022119	ENSMUST00000163545	ENSMUSP00000126414	protein_coding	havana	Rbm26
ENSMUSG00000022119	ENSMUST00000100327	ENSMUSP00000097901	protein_coding	ensembl_havana	Rbm26
ENSMUSG00000009646	ENSMUST00000009790	ENSMUSP00000009790	protein_coding	ensembl_havana	Pla2g12b
ENSMUSG00000009566	ENSMUST00000028148	ENSMUSP00000028148	protein_coding	ensembl_havana	Fpgs
ENSMUSG00000009566	ENSMUST00000127812	ENSMUSP00000116434	protein_coding	havana	Fpgs
ENSMUSG00000009566	ENSMUST00000143743	ENSMUSP00000141705	protein_coding	havana	Fpgs
ENSMUSG00000033623	ENSMUST00000112597	ENSMUSP00000108216	protein_coding	havana	Pcgf3
ENSMUSG00000033623	ENSMUST00000046975	ENSMUSP00000041790	protein_coding	ensembl_havana	Pcgf3
ENSMUSG00000033623	ENSMUST00000151897		retained_intron	havana	Pcgf3
ENSMUSG00000022579	ENSMUST00000190119		retained_intron	havana	Gpihbp1
ENSMUSG00000047238	ENSMUST00000051484	ENSMUSP00000057157	protein_coding	ensembl_havana	Mageh1
ENSMUSG00000057135	ENSMUST00000108534	ENSMUSP00000104174	protein_coding	ensembl_havana	Scimp
ENSMUSG00000016921	ENSMUST00000130411	ENSMUSP00000119065	protein_coding	ensembl_havana	Srsf6
ENSMUSG00000033389	ENSMUST00000047463	ENSMUSP00000039139	protein_coding	ensembl_havana	Arhgap44
ENSMUSG00000006288	ENSMUST00000006451	ENSMUSP00000006451	protein_coding	ensembl_havana	Ttc5
ENSMUSG00000037395	ENSMUST00000110849	ENSMUSP00000106473	protein_coding	ensembl_havana	Rcor3
ENSMUSG00000037395	ENSMUST00000192866	ENSMUSP00000142054	protein_coding	havana	Rcor3
ENSMUSG00000037395	ENSMUST00000192491	ENSMUSP00000141753	protein_coding	havana	Rcor3
ENSMUSG00000037395	ENSMUST00000193664		retained_intron	havana	Rcor3
ENSMUSG00000037395	ENSMUST00000194362		retained_intron	havana	Rcor3
ENSMUSG00000037395	ENSMUST00000194493		retained_intron	havana	Rcor3
ENSMUSG00000023015	ENSMUST00000171702	ENSMUSP00000126417	protein_coding	havana	Racgap1
ENSMUSG00000030538	ENSMUST00000065163	ENSMUSP00000070901	protein_coding	ensembl_havana	Cib1
ENSMUSG00000030538	ENSMUST00000206618		retained_intron	havana	Cib1
ENSMUSG00000027247	ENSMUST00000123702		processed_transcript	havana	Arhgap1
ENSMUSG00000003072	ENSMUST00000105367	ENSMUSP00000101006	protein_coding	havana	Atp5d
ENSMUSG00000090115	ENSMUST00000024779	ENSMUSP00000024779	protein_coding	ensembl_havana	Usp49
ENSMUSG00000062981	ENSMUST00000218996		retained_intron	havana	Mrpl42
ENSMUSG00000007777	ENSMUST00000109098	ENSMUSP00000104726	protein_coding	havana	0610009B22Rik
ENSMUSG00000046085	ENSMUST00000056170	ENSMUSP00000061324	protein_coding	ensembl_havana	4931422A03Rik
ENSMUSG00000046085	ENSMUST00000138867		retained_intron	havana	4931422A03Rik
ENSMUSG00000039456	ENSMUST00000201497		retained_intron	havana	Morc3
ENSMUSG00000039456	ENSMUST00000201706		retained_intron	havana	Morc3
ENSMUSG00000039456	ENSMUST00000044068	ENSMUSP00000040152	protein_coding	ensembl	Morc3
ENSMUSG00000032698	ENSMUST00000111140	ENSMUSP00000106770	protein_coding	ensembl_havana	Lmo2
ENSMUSG00000003068	ENSMUST00000144883	ENSMUSP00000114195	nonsense_mediated_decay	havana	Stk11
ENSMUSG00000003283	ENSMUST00000109799	ENSMUSP00000105423	protein_coding	ensembl_havana	Hck
ENSMUSG00000026814	ENSMUST00000009705	ENSMUSP00000009705	protein_coding	ensembl_havana	Eng
ENSMUSG00000092558	ENSMUST00000149893		retained_intron	havana	Med20
ENSMUSG00000022837	ENSMUST00000114819	ENSMUSP00000110467	protein_coding	havana	Iqcb1
ENSMUSG00000022837	ENSMUST00000137076		retained_intron	havana	Iqcb1
ENSMUSG00000034893	ENSMUST00000226686		retained_intron	havana	Cog3
ENSMUSG00000034893	ENSMUST00000049168	ENSMUSP00000045016	protein_coding	ensembl	Cog3
ENSMUSG00000023266	ENSMUST00000113296	ENSMUSP00000108921	protein_coding	ensembl_havana	Frs3
ENSMUSG00000048351	ENSMUST00000131656	ENSMUSP00000114906	protein_coding	ensembl_havana	Coa7
ENSMUSG00000078588	ENSMUST00000164853	ENSMUSP00000132114	protein_coding	havana	Ccdc24
ENSMUSG00000030447	ENSMUST00000205656		retained_intron	havana	Cyfip1
ENSMUSG00000030447	ENSMUST00000173267		retained_intron	havana	Cyfip1
ENSMUSG00000030447	ENSMUST00000168271		retained_intron	havana	Cyfip1
ENSMUSG00000029649	ENSMUST00000031654	ENSMUSP00000031654	protein_coding	ensembl_havana	Pomp
ENSMUSG00000029649	ENSMUST00000201120	ENSMUSP00000144196	protein_coding	havana	Pomp
ENSMUSG00000038418	ENSMUST00000064795	ENSMUSP00000069616	protein_coding	ensembl_havana	Egr1
ENSMUSG00000033475	ENSMUST00000113302	ENSMUSP00000108927	protein_coding	havana	Tomm6
ENSMUSG00000033475	ENSMUST00000143156		retained_intron	havana	Tomm6
ENSMUSG00000093661	ENSMUST00000032151	ENSMUSP00000032151	protein_coding	ensembl_havana	Eif4e3
ENSMUSG00000039899	ENSMUST00000035799	ENSMUSP00000046131	protein_coding	ensembl_havana	Fgl2
ENSMUSG00000033671	ENSMUST00000138762	ENSMUSP00000120085	protein_coding	ensembl_havana	Cep350
ENSMUSG00000033671	ENSMUST00000192899		retained_intron	havana	Cep350
ENSMUSG00000026888	ENSMUST00000028252	ENSMUSP00000028252	protein_coding	ensembl_havana	Grb14
ENSMUSG00000026888	ENSMUST00000156765	ENSMUSP00000121001	protein_coding	havana	Grb14
ENSMUSG00000032315	ENSMUST00000216433	ENSMUSP00000150277	protein_coding	havana	Cyp1a1
ENSMUSG00000022313	ENSMUST00000137116	ENSMUSP00000119261	protein_coding	ensembl_havana	Utp23
ENSMUSG00000027180	ENSMUST00000028603	ENSMUSP00000028603	protein_coding	ensembl_havana	Fbxo3
ENSMUSG00000028597	ENSMUST00000030332	ENSMUSP00000030332	protein_coding	ensembl_havana	Gpx7
ENSMUSG00000038365	ENSMUST00000209913	ENSMUSP00000147467	protein_coding	havana	Fbxo25
ENSMUSG00000038365	ENSMUST00000210280	ENSMUSP00000147874	protein_coding	havana	Fbxo25
ENSMUSG00000038365	ENSMUST00000209290		retained_intron	havana	Fbxo25
ENSMUSG00000031672	ENSMUST00000034097	ENSMUSP00000034097	protein_coding	ensembl_havana	Got2
ENSMUSG00000031672	ENSMUST00000212861		retained_intron	havana	Got2
ENSMUSG00000074212	ENSMUST00000090178	ENSMUSP00000087641	protein_coding	ensembl_havana	Dnajb14
ENSMUSG00000074212	ENSMUST00000125226		retained_intron	havana	Dnajb14
ENSMUSG00000074212	ENSMUST00000195903		retained_intron	havana	Dnajb14
ENSMUSG00000031266	ENSMUST00000033621	ENSMUSP00000033621	protein_coding	ensembl_havana	Gla
ENSMUSG00000029650	ENSMUST00000118527	ENSMUSP00000113879	protein_coding	havana	Slc46a3
ENSMUSG00000029650	ENSMUST00000031655	ENSMUSP00000031655	protein_coding	ensembl_havana	Slc46a3
ENSMUSG00000020549	ENSMUST00000071891	ENSMUSP00000071788	protein_coding	ensembl_havana	Elac2
ENSMUSG00000036932	ENSMUST00000143466		retained_intron	havana	Aifm1
ENSMUSG00000041406	ENSMUST00000097493	ENSMUSP00000095101	protein_coding	havana	BC055324
ENSMUSG00000021131	ENSMUST00000021559	ENSMUSP00000021559	protein_coding	ensembl_havana	Erh
ENSMUSG00000068877	ENSMUST00000090848	ENSMUSP00000088358	protein_coding	ensembl_havana	Selenbp2
ENSMUSG00000068877	ENSMUST00000132162		retained_intron	havana	Selenbp2
ENSMUSG00000005087	ENSMUST00000005218	ENSMUSP00000005218	protein_coding	ensembl_havana	Cd44
ENSMUSG00000046519	ENSMUST00000177390	ENSMUSP00000134799	protein_coding	ensembl_havana	Golph3l
ENSMUSG00000032212	ENSMUST00000216816	ENSMUSP00000149059	protein_coding	havana	Sltm
ENSMUSG00000032212	ENSMUST00000049263	ENSMUSP00000049112	protein_coding	ensembl_havana	Sltm
ENSMUSG00000032212	ENSMUST00000213362		retained_intron	havana	Sltm
ENSMUSG00000032212	ENSMUST00000216881		retained_intron	havana	Sltm
ENSMUSG00000020056	ENSMUST00000020248	ENSMUSP00000020248	protein_coding	ensembl_havana	Washc3
ENSMUSG00000020056	ENSMUST00000182351		retained_intron	havana	Washc3
ENSMUSG00000024360	ENSMUST00000025218	ENSMUSP00000025218	protein_coding	ensembl_havana	Etf1
ENSMUSG00000024360	ENSMUST00000180351	ENSMUSP00000136929	protein_coding	havana	Etf1
ENSMUSG00000023262	ENSMUST00000024031	ENSMUSP00000024031	protein_coding	ensembl_havana	Acy1
ENSMUSG00000048833	ENSMUST00000219706	ENSMUSP00000151451	protein_coding	havana	Slc39a9
ENSMUSG00000048833	ENSMUST00000217805		retained_intron	havana	Slc39a9
ENSMUSG00000022761	ENSMUST00000115681	ENSMUSP00000111345	protein_coding	havana	Lztr1
ENSMUSG00000042389	ENSMUST00000040234	ENSMUSP00000038211	protein_coding	ensembl_havana	Tsen2
ENSMUSG00000042389	ENSMUST00000138200		retained_intron	havana	Tsen2
ENSMUSG00000021590	ENSMUST00000022081	ENSMUSP00000022081	protein_coding	ensembl_havana	Spata9
ENSMUSG00000037022	ENSMUST00000048718	ENSMUSP00000048826	protein_coding	ensembl_havana	Mmaa
ENSMUSG00000037022	ENSMUST00000210231	ENSMUSP00000147987	nonsense_mediated_decay	havana	Mmaa
ENSMUSG00000038371	ENSMUST00000033058	ENSMUSP00000033058	protein_coding	ensembl	Sbf2
ENSMUSG00000034620	ENSMUST00000140299	ENSMUSP00000119308	protein_coding	ensembl_havana	Tmem5
ENSMUSG00000105383	ENSMUST00000160217	ENSMUSP00000125264	nonsense_mediated_decay	havana	Gm42641
ENSMUSG00000042492	ENSMUST00000120705	ENSMUSP00000113307	protein_coding	ensembl_havana	Tbc1d10b
ENSMUSG00000032766	ENSMUST00000031670	ENSMUSP00000031670	protein_coding	ensembl_havana	Gng11
ENSMUSG00000026637	ENSMUST00000194408		retained_intron	havana	Traf5
ENSMUSG00000026637	ENSMUST00000085573	ENSMUSP00000082710	protein_coding	ensembl	Traf5
ENSMUSG00000074781	ENSMUST00000099329	ENSMUSP00000096932	protein_coding	ensembl_havana	Ube2n
ENSMUSG00000028889	ENSMUST00000102628	ENSMUSP00000099688	protein_coding	ensembl_havana	Yrdc
ENSMUSG00000028889	ENSMUST00000144851	ENSMUSP00000114150	protein_coding	havana	Yrdc
ENSMUSG00000070003	ENSMUST00000210369	ENSMUSP00000147704	protein_coding	havana	Ssbp4
ENSMUSG00000020482	ENSMUST00000020776	ENSMUSP00000020776	protein_coding	ensembl_havana	Ccdc117
ENSMUSG00000025646	ENSMUST00000194199		retained_intron	havana	Atrip
ENSMUSG00000011179	ENSMUST00000171737	ENSMUSP00000128661	protein_coding	ensembl_havana	Odc1
ENSMUSG00000042826	ENSMUST00000102585	ENSMUSP00000099645	protein_coding	ensembl_havana	Fgf11
ENSMUSG00000028890	ENSMUST00000147452		retained_intron	havana	Mtf1
ENSMUSG00000028890	ENSMUST00000030723	ENSMUSP00000030723	protein_coding	ensembl	Mtf1
ENSMUSG00000060613	ENSMUST00000051846	ENSMUSP00000060584	protein_coding	ensembl_havana	Cyp2c70
ENSMUSG00000064289	ENSMUST00000139533		processed_transcript	havana	Tank
ENSMUSG00000064289	ENSMUST00000136688		processed_transcript	havana	Tank
ENSMUSG00000026584	ENSMUST00000027876	ENSMUSP00000027876	protein_coding	ensembl_havana	Scyl3
ENSMUSG00000026867	ENSMUST00000102800	ENSMUSP00000099864	protein_coding	havana	Gapvd1
ENSMUSG00000026867	ENSMUST00000201772		retained_intron	havana	Gapvd1
ENSMUSG00000029388	ENSMUST00000031334	ENSMUSP00000031334	protein_coding	ensembl_havana	Eif2b1
ENSMUSG00000001017	ENSMUST00000001043	ENSMUSP00000001043	protein_coding	ensembl_havana	Chtop
ENSMUSG00000078570	ENSMUST00000184704		retained_intron	havana	1110065P20Rik
ENSMUSG00000078570	ENSMUST00000185036	ENSMUSP00000139121	protein_coding	havana	1110065P20Rik
ENSMUSG00000002249	ENSMUST00000154873	ENSMUSP00000118582	protein_coding	ensembl_havana	Tead3
ENSMUSG00000002249	ENSMUST00000127212		retained_intron	havana	Tead3
ENSMUSG00000026102	ENSMUST00000027271	ENSMUSP00000027271	protein_coding	ensembl_havana	Inpp1
ENSMUSG00000004980	ENSMUST00000069949	ENSMUSP00000067491	protein_coding	ensembl_havana	Hnrnpa2b1
ENSMUSG00000004980	ENSMUST00000204885		retained_intron	havana	Hnrnpa2b1
ENSMUSG00000043190	ENSMUST00000050997	ENSMUSP00000055763	protein_coding	ensembl_havana	Rfesd
ENSMUSG00000063382	ENSMUST00000218183	ENSMUSP00000151837	protein_coding	havana	Bcl9l
ENSMUSG00000063382	ENSMUST00000218913	ENSMUSP00000151653	protein_coding	havana	Bcl9l
ENSMUSG00000063663	ENSMUST00000150434	ENSMUSP00000123588	protein_coding	ensembl_havana	Brwd3
ENSMUSG00000032727	ENSMUST00000109272	ENSMUSP00000104895	protein_coding	ensembl_havana	Mier3
ENSMUSG00000005881	ENSMUST00000144707		retained_intron	havana	Ergic3
ENSMUSG00000005881	ENSMUST00000149381		retained_intron	havana	Ergic3
ENSMUSG00000027854	ENSMUST00000029447	ENSMUSP00000029447	protein_coding	ensembl_havana	Sike1
ENSMUSG00000027854	ENSMUST00000196827		retained_intron	havana	Sike1
ENSMUSG00000020029	ENSMUST00000020217	ENSMUSP00000020217	protein_coding	ensembl_havana	Nudt4
ENSMUSG00000058402	ENSMUST00000145952		processed_transcript	havana	Zfp420
ENSMUSG00000032946	ENSMUST00000113472	ENSMUSP00000109100	protein_coding	havana	Rasgrp2
ENSMUSG00000032946	ENSMUST00000148906		retained_intron	havana	Rasgrp2
ENSMUSG00000032946	ENSMUST00000152022		retained_intron	havana	Rasgrp2
ENSMUSG00000026414	ENSMUST00000188028	ENSMUSP00000140941	protein_coding	havana	Tnnt2
ENSMUSG00000026414	ENSMUST00000191055		retained_intron	havana	Tnnt2
ENSMUSG00000068011	ENSMUST00000088962	ENSMUSP00000086356	nonsense_mediated_decay	havana	Mkrn2os
ENSMUSG00000021327	ENSMUST00000116434	ENSMUSP00000112135	protein_coding	havana	Zkscan3
ENSMUSG00000021327	ENSMUST00000151467		processed_transcript	havana	Zkscan3
ENSMUSG00000002661	ENSMUST00000002737	ENSMUSP00000002737	protein_coding	ensembl_havana	Alkbh7
ENSMUSG00000002661	ENSMUST00000074141	ENSMUSP00000073775	protein_coding	havana	Alkbh7
ENSMUSG00000031878	ENSMUST00000034349	ENSMUSP00000034349	protein_coding	ensembl_havana	Nae1
ENSMUSG00000031878	ENSMUST00000213067		retained_intron	havana	Nae1
ENSMUSG00000024501	ENSMUST00000121805	ENSMUSP00000112928	protein_coding	havana	Dpysl3
ENSMUSG00000045210	ENSMUST00000057438	ENSMUSP00000051248	protein_coding	ensembl_havana	Vcpip1
ENSMUSG00000030339	ENSMUST00000032489	ENSMUSP00000032489	protein_coding	ensembl_havana	Ltbr
ENSMUSG00000039943	ENSMUST00000110109	ENSMUSP00000105736	protein_coding	havana	Plcb4
ENSMUSG00000024993	ENSMUST00000147049		retained_intron	havana	Fam45a
ENSMUSG00000024993	ENSMUST00000025957	ENSMUSP00000025957	protein_coding	ensembl_havana	Fam45a
ENSMUSG00000003190	ENSMUST00000208128		retained_intron	havana	Bcl2l12
ENSMUSG00000027774	ENSMUST00000077271	ENSMUSP00000076503	protein_coding	ensembl_havana	Gfm1
ENSMUSG00000045427	ENSMUST00000113202	ENSMUSP00000108828	protein_coding	ensembl_havana	Hnrnph2
ENSMUSG00000022003	ENSMUST00000022580	ENSMUSP00000022580	protein_coding	ensembl_havana	Slc25a30
ENSMUSG00000032000	ENSMUST00000013949	ENSMUSP00000013949	protein_coding	ensembl_havana	Birc3
ENSMUSG00000032000	ENSMUST00000159672		processed_transcript	havana	Birc3
ENSMUSG00000022663	ENSMUST00000023343	ENSMUSP00000023343	protein_coding	ensembl_havana	Atg3
ENSMUSG00000014355	ENSMUST00000014499	ENSMUSP00000014499	protein_coding	ensembl_havana	Anapc1
ENSMUSG00000057037	ENSMUST00000023965	ENSMUSP00000023965	protein_coding	ensembl_havana	Cfhr1
ENSMUSG00000020123	ENSMUST00000020323	ENSMUSP00000020323	protein_coding	ensembl_havana	Avpr1a
ENSMUSG00000003184	ENSMUST00000003284	ENSMUSP00000003284	protein_coding	ensembl_havana	Irf3
ENSMUSG00000003184	ENSMUST00000209066	ENSMUSP00000146773	protein_coding	ensembl_havana	Irf3
ENSMUSG00000003184	ENSMUST00000209006		retained_intron	havana	Irf3
ENSMUSG00000003184	ENSMUST00000207521	ENSMUSP00000146383	protein_coding	havana	Irf3
ENSMUSG00000003184	ENSMUST00000208906		retained_intron	havana	Irf3
ENSMUSG00000021624	ENSMUST00000022124	ENSMUSP00000022124	protein_coding	ensembl_havana	Cd180
ENSMUSG00000026029	ENSMUST00000027189	ENSMUSP00000027189	protein_coding	ensembl_havana	Casp8
ENSMUSG00000026029	ENSMUST00000165549	ENSMUSP00000127375	protein_coding	ensembl_havana	Casp8
ENSMUSG00000038195	ENSMUST00000042972	ENSMUSP00000037238	protein_coding	ensembl_havana	Rilp
ENSMUSG00000027207	ENSMUST00000028636	ENSMUSP00000028636	protein_coding	ensembl_havana	Galk2
ENSMUSG00000000439	ENSMUST00000000449	ENSMUSP00000000449	protein_coding	ensembl_havana	Mkrn2
ENSMUSG00000000439	ENSMUST00000205248		retained_intron	havana	Mkrn2
ENSMUSG00000031636	ENSMUST00000034053	ENSMUSP00000034053	protein_coding	ensembl_havana	Pdlim3
ENSMUSG00000057541	ENSMUST00000119946	ENSMUSP00000113801	protein_coding	ensembl_havana	Pus7
